region,year,month,T2M,T2M_MAX,T2M_MIN,T2MDEW,T2MWET,RH2M,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,WS2M,WS2M_MAX,WS2M_MIN,WD2M,PS,QV2M,GWETROOT,GWETTOP,GWETPROF,T2M_RANGE,PRECTOTCORR,total_precip_mm,avg_precip_mm,rainy_days,1 km monthly NDVI,1 km monthly EVI,1 km monthly VI Quality,1 km monthly red reflectance,1 km monthly NIR reflectance,1 km monthly blue reflectance,1 km monthly MIR reflectance
Ashanti,2000,12,26.96967741935484,34.413548387096775,20.99774193548388,16.25258064516129,21.61032258064516,56.99677419354839,16.460967741935484,19.384193548387096,8.767096774193549,1.61,2.91,0.6441935483870967,120.06451612903226,98.32451612903226,12.132903225806452,0.4796774193548387,0.414516129032258,0.4990322580645162,13.415806451612903,2.67,6.787263721227646,0.2189439910073434,5.0,6104.840864582473,3555.052835374324,3282.6959597487235,623.8439959657923,2568.7219066395387,347.7467581523759,933.2258378046786
Ashanti,2001,1,28.03451612903226,35.65935483870968,21.79741935483871,13.899354838709677,20.96709677419355,47.6841935483871,18.00258064516129,19.536129032258064,7.974838709677419,1.5809677419354835,2.8548387096774195,0.5974193548387097,108.5548387096774,98.29096774193548,10.591935483870968,0.4629032258064516,0.2761290322580645,0.4790322580645161,13.861935483870967,1.94,0.3143755048513412,0.0101411453177852,2.0,5284.928542279021,2946.9790448349668,2341.304855905269,712.0420133035512,2307.5264065442384,399.7877271997441,1136.025391913103
Ashanti,2001,2,27.990357142857142,35.58857142857143,21.802857142857142,13.36964285714286,20.681071428571432,48.00857142857143,18.375714285714285,19.755714285714284,8.060357142857143,2.132857142857143,3.625714285714285,0.8471428571428571,138.08928571428572,98.18464285714286,10.975714285714286,0.4653571428571428,0.3139285714285714,0.4753571428571428,13.785714285714286,22.49,19.29591429233551,0.6891397961548397,4.0,4631.790691191201,2632.736066465929,2362.6637076935444,842.4706444333468,2285.804760384968,470.02329913152914,1350.862749108463
Ashanti,2001,3,28.19806451612904,34.41290322580645,23.498387096774195,21.12322580645161,24.66064516129032,68.71677419354837,20.14548387096774,23.26322580645161,9.222903225806451,2.574193548387097,3.952258064516129,1.259032258064516,209.00322580645164,98.17806451612904,16.08290322580645,0.4829032258064515,0.4625806451612903,0.4867741935483871,10.91451612903226,69.53999999999999,116.6968480348587,3.7644144527373777,23.0,5748.134006846422,3676.155088483713,2838.6420258543144,751.1184129869771,2841.912786014613,414.5099246463894,1296.251913437656
Ashanti,2001,4,27.94533333333333,33.87,23.61833333333333,22.03633333333333,24.992,73.25433333333334,19.500666666666667,24.448,9.139333333333331,2.353666666666667,3.634333333333333,1.2243333333333333,206.67666666666668,98.19366666666666,16.998,0.5013333333333333,0.4973333333333333,0.4996666666666666,10.251666666666669,91.54,191.1448761820793,6.371495872735977,23.0,6825.123296265505,4822.036355218846,2455.9738788756576,658.0326591975194,3492.4983571025423,360.9198847115956,1181.1537022901357
Ashanti,2001,5,26.886451612903222,32.00064516129032,23.20290322580645,22.40225806451613,24.644193548387097,78.74741935483871,18.57161290322581,24.01967741935484,8.73483870967742,2.161290322580645,3.23,1.1896774193548387,202.7,98.3567741935484,17.34225806451613,0.5206451612903226,0.5238709677419355,0.5190322580645161,8.797741935483872,123.26,179.43186616897583,5.788124715128252,19.0,7298.728852623605,5293.246308916914,3213.7333274585308,581.5878767768737,3710.566726967752,321.00728231225094,1055.9675371033932
Ashanti,2001,6,25.191,29.410666666666668,21.964,22.081,23.63533333333333,84.23833333333333,16.919,23.85633333333333,7.967333333333333,2.031,3.28,1.020333333333333,211.63333333333333,98.514,16.95,0.5853333333333333,0.6233333333333333,0.5766666666666667,7.446666666666667,219.76,187.16030544042587,6.238676848014196,15.0,7168.719131778919,5013.179185773198,8434.968606077538,605.8407118328033,3563.509465290626,389.8756964863966,1019.9504666112144
Ashanti,2001,7,24.13290322580645,28.22451612903226,20.88806451612903,21.524516129032257,22.82967741935484,86.11645161290323,15.346129032258066,23.93032258064516,7.25516129032258,2.484193548387097,3.711290322580645,1.1983870967741934,215.1129032258065,98.54935483870968,16.38935483870968,0.6283870967741936,0.6683870967741935,0.6345161290322581,7.336451612903226,148.63,72.54038858413696,2.34001253497216,6.0,6477.676502800341,4637.372479984332,11051.234175657091,896.8928767160622,3741.990975457766,690.3444164780908,1206.6798803863385
Ashanti,2001,8,23.928709677419352,28.22903225806452,20.44290322580645,21.20193548387097,22.565161290322585,85.61,12.91516129032258,24.31935483870968,6.14,2.536774193548387,3.7522580645161288,1.1509677419354838,219.5806451612904,98.64290322580644,16.046129032258065,0.6019354838709677,0.6358064516129033,0.6129032258064516,7.786129032258064,124.55,37.77300453186035,1.2184840171567854,2.0,5145.961625758756,3497.987457740169,10304.521969969705,1415.4374738456547,3616.7471533630874,1176.7088577514169,1594.4190502794206
Ashanti,2001,9,24.341666666666665,28.622666666666664,20.819000000000003,21.437,22.89,84.74499999999999,14.240666666666668,24.89333333333333,6.698666666666667,2.022333333333333,3.3183333333333334,0.7606666666666667,223.81666666666663,98.45966666666666,16.306666666666665,0.6036666666666667,0.6426666666666667,0.6103333333333333,7.803666666666667,149.81,185.8132067918777,6.193773559729258,13.0,6142.650768024778,4146.251883490443,12842.861381581446,951.3509978831576,3462.339617583764,747.4872915285725,1280.6979617862091
Ashanti,2001,10,25.904516129032256,31.090967741935486,21.86483870967741,21.945806451612903,23.924516129032256,80.51064516129033,17.586129032258064,23.344516129032257,8.131612903225808,1.634516129032258,2.8851612903225807,0.667741935483871,177.49354838709678,98.39806451612904,16.830322580645163,0.574516129032258,0.5877419354838709,0.5925806451612903,9.226129032258063,87.78999999999999,102.16683927178384,3.295704492638188,16.0,6957.6192139287095,4807.967158784517,10277.98145795439,653.4073744308303,3496.3716063330453,437.9229543004358,1075.6724207277043
Ashanti,2001,11,26.749333333333333,32.96666666666667,22.06733333333333,20.974666666666668,23.861666666666668,73.70266666666666,17.707666666666668,21.114,8.094,1.7226666666666666,2.9290000000000003,0.666,174.32000000000002,98.31966666666668,15.891,0.534,0.517,0.5536666666666666,10.899333333333336,47.73,53.191911190748215,1.773063706358274,11.0,6966.4239814519005,4490.63188615166,5899.870660968351,555.2485917700183,3094.86822783189,312.0556127102769,933.0417332940848
Ashanti,2001,12,27.84387096774193,35.0858064516129,22.056129032258063,19.07225806451613,23.458064516129035,63.53193548387097,16.464193548387097,19.28322580645161,7.441612903225806,1.6606451612903228,2.6941935483870965,0.6429032258064517,148.1290322580645,98.23677419354838,14.30967741935484,0.4948387096774193,0.4541935483870968,0.5164516129032258,13.029677419354838,5.58,12.67654263228178,0.4089207300736058,6.0,6375.982521000285,3908.055865263592,4602.651911027875,620.4462714144274,2804.647579052692,341.1659764493462,1002.5844481400658
Ashanti,2002,1,26.64161290322581,34.15935483870968,20.442580645161293,14.301290322580645,20.471612903225807,52.39516129032258,16.69741935483871,18.17064516129032,7.324516129032258,1.7087096774193549,3.191290322580645,0.6280645161290322,105.41935483870968,98.3167741935484,10.979354838709678,0.4732258064516129,0.3838709677419355,0.4870967741935483,13.716774193548387,15.59,18.307693898677822,0.5905707709250911,7.0,5016.508462601024,2812.699094838166,2391.30180031175,766.5418600473142,2297.5909457840003,429.6598859851383,1097.249849987163
Ashanti,2002,2,29.39642857142857,36.93321428571429,23.135,15.7775,22.58714285714285,50.26321428571429,18.368571428571432,20.1975,8.158928571428572,2.063214285714286,3.5,0.6749999999999999,170.44642857142858,98.22535714285712,12.166071428571428,0.4628571428571429,0.3025,0.48,13.798214285714286,23.18,27.84720604866743,0.994543073166694,6.0,5314.862583246614,3263.682058895894,2419.506529846314,799.4139610205648,2628.551734650682,443.3078532983437,1442.6642941149814
Ashanti,2002,3,28.759032258064515,35.25225806451613,23.83935483870968,21.53161290322581,25.146129032258063,68.58,19.06096774193548,23.048387096774192,8.83290322580645,2.421290322580645,3.896774193548387,0.9748387096774194,195.5258064516129,98.1351612903226,16.515806451612903,0.4877419354838709,0.4754838709677419,0.49,11.412903225806453,81.92999999999999,69.8017713278532,2.2516700428339744,17.0,6309.433031098193,3803.0221125919,2399.5064332481043,624.0426735528283,2725.7791872003268,344.1957851638908,1180.0470806477197
Ashanti,2002,4,27.838666666666665,33.496,23.59,22.40533333333333,25.121666666666663,75.04833333333333,19.31533333333333,24.024,9.002999999999998,2.3273333333333333,3.596,1.174,203.4333333333333,98.072,17.404333333333334,0.5266666666666667,0.526,0.5263333333333333,9.906,136.2,221.16709405183792,7.372236468394598,20.0,6928.27539348128,5085.2496831809385,2520.732102715658,666.7793679806615,3691.999385501075,370.7393808547072,1199.647623639907
Ashanti,2002,5,26.76258064516129,31.47774193548388,23.174838709677417,23.143870967741936,24.95258064516129,82.15322580645162,19.50258064516129,23.92064516129032,9.128387096774194,2.0129032258064514,3.231935483870968,1.0374193548387096,202.383870967742,98.3258064516129,18.137096774193548,0.5670967741935484,0.5883870967741935,0.5648387096774193,8.302903225806451,168.17,173.06281386315823,5.582671414940588,23.0,7201.443087029122,5241.861903632113,2874.998952116646,592.1091899889777,3687.408162727004,328.1292370482756,1063.112133867622
Ashanti,2002,6,25.534333333333333,30.005666666666663,22.16633333333333,21.927333333333333,23.73033333333333,82.01333333333334,15.978000000000002,23.362666666666662,7.548,2.1253333333333333,3.386,1.0483333333333331,200.01,98.55933333333331,16.787333333333333,0.56,0.5673333333333334,0.568,7.839333333333333,94.57,176.65475726127625,5.8884919087092085,14.0,7592.5956300245425,5558.820241294519,8308.530629832761,520.1121613377499,3823.561632913137,294.02880153424985,940.5582760773734
Ashanti,2002,7,25.245483870967742,29.63,21.92129032258064,21.71935483870968,23.48322580645161,82.20774193548387,14.088709677419354,23.43064516129032,6.664193548387097,2.2722580645161288,3.649677419354839,1.0351612903225809,223.0483870967742,98.59258064516128,16.5641935483871,0.5545161290322581,0.5619354838709678,0.5603225806451613,7.708709677419355,117.31,171.09820502996445,5.519296936450466,14.0,7059.091252162349,4976.6865799348525,11901.93364774442,684.2525342025889,3665.113382699889,496.47901207943926,1012.8692489389056
Ashanti,2002,8,24.225161290322585,28.27483870967741,20.87935483870968,21.638387096774192,22.931612903225805,86.24516129032257,13.133225806451613,24.371290322580645,6.217096774193548,2.2216129032258065,3.489032258064516,0.9312903225806451,225.06129032258065,98.53806451612904,16.49806451612903,0.6341935483870967,0.6812903225806451,0.6325806451612903,7.395483870967742,206.31,121.38464641571044,3.9156337553454974,5.0,4902.114950952265,3710.650325268123,10314.81679607312,1668.113460210493,4174.179848103298,1484.9065747210918,1746.8033343871723
Ashanti,2002,9,24.916666666666668,29.25333333333333,21.37333333333333,21.85233333333333,23.38533333333333,84.08766666666666,14.589666666666666,24.71466666666667,6.9046666666666665,1.8156666666666663,3.130333333333333,0.678,209.50666666666663,98.49833333333332,16.719666666666665,0.593,0.6196666666666667,0.6063333333333333,7.88,91.1,96.2759861946106,3.209199539820353,8.0,6300.453447992248,4712.486164204573,12370.550521061068,1009.8697103921788,4015.883549565301,784.1381915309612,1393.2592237672668
Ashanti,2002,10,25.39967741935484,30.04806451612903,21.79516129032258,22.16032258064516,23.78032258064516,83.60290322580646,17.146129032258063,23.74322580645161,8.060967741935483,1.6625806451612903,2.8783870967741936,0.7035483870967741,174.19032258064516,98.37290322580644,17.054193548387094,0.59,0.62,0.6,8.252903225806453,130.62,208.51403975486755,6.726259346931212,18.0,7164.307969260481,5140.973143142218,11570.147061723012,633.981945810279,3738.5823476880314,417.39015955479465,1066.729254738294
Ashanti,2002,11,26.298,32.353,21.621666666666663,21.050666666666665,23.674666666666667,76.20033333333332,17.889333333333333,21.352,8.208666666666666,1.5046666666666666,2.559,0.822,148.98999999999998,98.372,16.002333333333333,0.5583333333333333,0.5593333333333333,0.577,10.731333333333334,69.8,85.39651647210121,2.84655054907004,16.0,7359.402576203275,4942.815614963645,3995.817605361063,512.3718119409567,3336.297083849616,282.64224739593345,922.4517858917548
Ashanti,2002,12,25.8083870967742,33.48741935483871,19.91290322580645,15.97709677419355,20.89354838709677,60.432903225806456,17.340967741935486,19.41870967741936,7.729999999999999,1.7635483870967743,3.278709677419355,0.7129032258064517,103.36129032258064,98.42258064516128,12.226129032258063,0.5067741935483872,0.4732258064516129,0.5296774193548388,13.574516129032258,9.41,15.760297417640686,0.5083966908916351,7.0,6865.095447977228,4231.460649817716,2274.4075578425523,520.9947350953883,2853.002762566945,291.84259647805305,933.06880661799
Ashanti,2003,1,27.432580645161288,34.766774193548386,21.46935483870968,15.496451612903224,21.464193548387097,54.30516129032258,17.541290322580643,19.49741935483871,7.848709677419355,1.834516129032258,3.3003225806451613,0.7883870967741936,133.83870967741936,98.38096774193548,11.89225806451613,0.4729032258064516,0.3945161290322581,0.4916129032258065,13.297419354838713,8.98,15.479514360427856,0.4993391729170276,5.0,5781.391046475179,3369.4733964203792,2262.479105215054,672.0828669011742,2515.253164394038,374.5226010212782,1140.7587070462644
Ashanti,2003,2,29.16178571428572,35.62571428571429,23.833214285714288,19.720714285714283,24.44142857142857,61.24892857142857,18.604642857142856,21.56714285714286,8.47,2.099285714285714,3.6575,0.8489285714285714,171.33571428571426,98.20285714285714,14.908928571428572,0.4714285714285714,0.3992857142857143,0.4807142857142857,11.7925,38.23,74.86663913726807,2.6738085406167165,11.0,5776.345465031624,3556.3514115395496,2225.839326279881,637.2053414132727,2667.5652738168205,341.9510660487796,1175.3506447164907
Ashanti,2003,3,28.412580645161288,34.48548387096774,23.747096774193547,20.8,24.605483870967745,67.4541935483871,19.250967741935483,21.57483870967742,8.705806451612903,1.9503225806451607,3.146774193548387,0.783225806451613,175.29032258064515,98.15967741935484,15.911290322580646,0.4819354838709677,0.4625806451612903,0.4832258064516129,10.738387096774192,78.33,71.89765936136246,2.3192793342374984,17.0,6141.675207745359,3823.4294046090886,2350.0801351204263,672.0375288978792,2810.8746590180394,373.7096071564198,1107.1145376694972
Ashanti,2003,4,27.924333333333333,33.673,23.744333333333334,22.268,25.09633333333333,74.273,19.174666666666667,24.241666666666667,8.974666666666668,2.2296666666666667,3.426333333333333,1.259,202.50666666666663,98.22633333333332,17.229,0.5056666666666667,0.497,0.5063333333333333,9.928666666666668,77.36,153.32389611005783,5.110796537001928,18.0,7178.028043249761,4772.942315922532,2267.7857318787574,524.8482593298457,3230.155462621746,290.8258022167774,997.800399659376
Ashanti,2003,5,27.79548387096774,33.55806451612903,23.59225806451613,22.20225806451613,24.99935483870968,74.74193548387096,19.446129032258067,24.1883870967742,9.086451612903224,2.237741935483871,3.2580645161290325,1.302258064516129,196.07096774193548,98.33838709677418,17.149677419354838,0.5090322580645161,0.5083870967741936,0.5093548387096775,9.965806451612902,125.66,133.99305546283722,4.322356627833459,18.0,7260.229305594045,5189.1688045118,4603.915013375753,575.1848486520563,3632.7860709434376,316.2936611176032,1058.8772060560884
Ashanti,2003,6,24.930666666666664,28.61233333333333,22.090666666666667,22.37933333333333,23.654,86.517,14.764666666666669,23.122666666666664,6.987666666666667,1.8573333333333333,3.0516666666666667,0.7923333333333333,217.57666666666668,98.46333333333334,17.27766666666667,0.59,0.6313333333333334,0.58,6.5216666666666665,197.67,229.2262527942657,7.640875093142191,17.0,7500.937459113298,5477.686326852136,6323.694435304787,541.04828200908,3795.5293277667497,308.60548490283304,972.7768892542211
Ashanti,2003,7,24.65322580645161,28.83967741935484,21.28451612903226,21.495806451612903,23.07451612903225,83.63935483870968,15.09516129032258,23.71806451612904,7.0851612903225805,2.282258064516129,3.487741935483871,1.0132258064516129,224.1806451612904,98.57064516129032,16.34193548387097,0.5880645161290323,0.61,0.5977419354838709,7.555161290322581,90.88,69.13606268167496,2.2301955703766114,7.0,7314.128430643507,5326.856732457765,5951.4784279029445,605.9338552495602,3783.871973546962,373.89172688418506,1023.4715021806388
Ashanti,2003,8,25.28290322580645,30.44225806451613,21.09064516129032,20.970645161290324,23.12806451612904,78.74032258064516,14.016774193548386,24.40741935483871,6.621935483870968,2.541612903225807,3.844193548387097,1.1541935483870969,231.4322580645161,98.52870967741936,15.83032258064516,0.5564516129032258,0.5558064516129032,0.5719354838709677,9.351612903225806,79.31,58.79153180122376,1.896501025845928,8.0,3994.866043943724,2991.631429459571,10267.37239025209,2321.5431382435777,4411.557846957043,2045.8525422624,2185.966095973162
Ashanti,2003,9,25.213,29.544,21.739,21.656,23.434666666666665,82.08866666666667,14.874,24.658666666666665,7.05,1.6896666666666669,3.043333333333333,0.6213333333333334,195.83,98.48733333333332,16.526666666666667,0.56,0.5726666666666667,0.5646666666666668,7.805000000000001,136.38,196.7887361049652,6.559624536832174,17.0,6994.985757587643,4833.699710130071,9740.226492244055,689.2183766622693,3557.861295786153,468.15591206686827,1128.0936426741528
Ashanti,2003,10,25.55935483870968,29.440645161290323,22.43354838709677,22.96193548387097,24.25967741935484,86.4016129032258,18.18032258064516,23.850967741935484,8.524193548387096,1.5119354838709678,2.7316129032258067,0.6651612903225806,210.0290322580645,98.32548387096774,17.919677419354837,0.6390322580645161,0.684516129032258,0.6377419354838709,7.007096774193548,231.73,201.6386500298977,6.504472581609603,18.0,7694.640427144058,4860.623377565448,2749.867437290616,404.6564245024565,3096.918665282011,222.1251828772659,767.8765755689226
Ashanti,2003,11,25.53633333333333,29.94033333333333,21.946,22.513666666666666,24.023666666666667,84.47233333333334,18.155,21.735,8.395,1.2796666666666667,2.3756666666666666,0.6126666666666666,175.00333333333336,98.292,17.451,0.6693333333333334,0.708,0.6803333333333333,7.994333333333333,144.94,117.95300927758215,3.931766975919406,20.0,7344.83743889741,5242.808743919091,4777.290019080724,540.6901637295274,3609.218751109186,296.8195296236342,944.9987924246848
Ashanti,2003,12,24.868387096774192,30.78322580645161,20.0841935483871,18.59354838709677,21.73032258064516,71.00290322580646,17.568387096774195,19.69,7.928387096774194,1.436774193548387,2.7887096774193547,0.5429032258064517,97.2741935483871,98.34935483870969,13.926451612903229,0.6032258064516128,0.6177419354838709,0.6338709677419354,10.699032258064516,10.92,23.6483591273427,0.7628502944304097,7.0,6738.912733759512,4095.400488436461,2308.1586232422083,542.0514717638052,2793.3748676422856,303.03304008142766,894.8793452458094
Ashanti,2004,1,26.4358064516129,33.68483870967742,20.9358064516129,17.208064516129035,21.82193548387097,61.817741935483866,17.585806451612903,19.75967741935484,7.896451612903226,1.583225806451613,2.818064516129032,0.6603225806451613,97.65806451612904,98.22419354838708,12.801935483870968,0.5329032258064516,0.5077419354838709,0.5590322580645162,12.749032258064515,13.63,19.411520628258582,0.626178084782535,6.0,4981.8812278393525,2935.8262170536395,2531.196700595377,822.212581277076,2449.575738762197,463.0194668824425,1122.9382203848725
Ashanti,2004,2,27.301379310344828,34.03206896551724,22.05896551724138,18.562413793103445,22.932413793103446,63.534137931034486,18.03482758620689,19.58206896551724,7.91448275862069,1.8341379310344827,3.2603448275862066,0.7486206896551725,155.70689655172413,98.26724137931036,14.12103448275862,0.4937931034482758,0.4686206896551724,0.5151724137931035,11.973103448275864,29.97,78.69692039489746,2.713686910168878,11.0,5730.979205515555,3601.2259022784847,2277.6564684195337,741.3576448740655,2771.499710212418,413.4990006026771,1164.0642171526702
Ashanti,2004,3,27.348064516129032,33.35225806451613,22.75354838709677,20.215806451612902,23.781935483870967,69.28774193548388,18.35935483870968,20.56774193548388,8.178709677419356,2.0416129032258064,3.4690322580645163,0.9735483870967742,175.3290322580645,98.19193548387096,15.668064516129032,0.5174193548387096,0.5119354838709678,0.5225806451612903,10.598709677419356,102.98,92.46787691116332,2.982834739069785,17.0,5675.540694828227,3995.955926629092,2486.4396838619,889.3441137979215,3256.625348145921,494.487948199438,1289.1456186467642
Ashanti,2004,4,27.183,32.513,23.35,22.43433333333333,24.807333333333336,77.51666666666667,17.676666666666666,23.709666666666667,8.26,2.18,3.419666666666666,1.0703333333333334,208.62,98.24,17.387,0.53,0.5226666666666666,0.533,9.163,75.63000000000001,106.48372477293016,3.5494574924310047,19.0,6841.544827334683,4930.743604816518,4318.571803412986,679.7567669584912,3620.825211888422,379.7761173398866,1145.730666442587
Ashanti,2004,5,26.945806451612903,32.07838709677419,23.12,22.345161290322583,24.645806451612906,78.09161290322581,16.50967741935484,23.485806451612905,7.788709677419354,2.0816129032258064,3.232258064516129,1.0496774193548386,200.81290322580645,98.3941935483871,17.261290322580646,0.5309677419354839,0.5270967741935484,0.5345161290322581,8.958387096774192,108.0,113.67288079112768,3.6668671222944416,18.0,7150.669072749835,5168.59155216681,5509.318562486599,611.9882101469755,3686.233434721021,336.4706659947336,1059.42129402182
Ashanti,2004,6,25.16033333333333,29.19633333333333,21.872333333333334,22.115,23.638,84.28766666666667,15.349666666666668,22.481,7.221,1.9643333333333333,3.241,0.7973333333333333,212.80666666666667,98.631,16.966666666666665,0.5886666666666667,0.6206666666666667,0.5883333333333333,7.324,166.01,111.5840301513672,3.71946767171224,9.0,6848.161590486939,4914.598135491198,12740.710625708612,711.3627586866196,3695.8653978762736,452.4897848651019,1063.9190037667752
Ashanti,2004,7,24.10032258064516,27.75548387096774,21.134193548387096,21.61806451612903,22.858709677419355,86.67903225806452,14.261935483870968,23.30903225806452,6.699677419354838,2.059032258064516,3.32,0.8422580645161291,230.6451612903226,98.53290322580644,16.474516129032256,0.6229032258064515,0.6667741935483872,0.6261290322580645,6.621290322580645,176.04,158.06735146045685,5.098946821305059,10.0,6074.637438318506,4085.852304395689,10551.894083957985,1001.4241089045594,3467.7317752267218,775.4426275152967,1223.9468304814036
Ashanti,2004,8,24.759032258064515,29.085806451612903,21.23225806451613,21.72322580645161,23.240967741935485,84.26064516129033,13.75967741935484,24.470967741935485,6.589677419354839,2.227096774193549,3.5716129032258066,0.8419354838709678,226.7935483870968,98.56774193548388,16.576129032258066,0.5964516129032258,0.6241935483870968,0.6087096774193549,7.853548387096774,126.21,131.2634105682373,4.234303566717332,4.0,5221.507147184679,3699.140068272608,11303.724967041691,1512.630026874118,3878.340050420804,1270.569687465873,1588.0075324166733
Ashanti,2004,9,24.944000000000003,28.782,21.782333333333334,22.32766666666667,23.636333333333333,86.14466666666667,16.590666666666667,24.58033333333333,7.867333333333333,1.474,2.6786666666666665,0.5876666666666667,189.1833333333333,98.451,17.216666666666665,0.6266666666666667,0.673,0.6330000000000001,6.999666666666667,160.12,236.7196441888809,7.89065480629603,20.0,7136.478252940944,4969.546092195697,12426.64586070353,612.9349414883444,3552.325265239535,370.7541136170772,1048.9567895335538
